episode,total_reward,epsilon
1,-629.0769185498357,2.940478083836928
2,-96.93001690506935,2.802399248981589
3,-114.58812803030014,2.670804313713806
4,-94.17391988635063,2.565874751389534
5,-137.51588106155396,2.4356049765297043
6,-98.4695134460926,2.3305561745654395
7,-106.10700371861458,2.221118024722471
8,-108.18702775239944,2.1168188664952203
9,-100.17316648364067,2.025519461196127
10,-100.22636577486992,1.922683590489138
11,-112.09812647104263,1.8250687095117757
12,-61.09954562783241,1.7604077226112138
13,-121.8603187724948,1.67774257759802
14,-108.63779744505882,1.598959218668971
15,-84.5367548763752,1.5485031552935296
16,-97.08286617696285,1.481715477131843
17,-56.93009132146835,1.4178083833196173
18,-105.3235351741314,1.3621060571111716
19,-106.16095503419638,1.3033577745174687
20,-39.13475659489632,1.2622295820632106
21,-110.5248104929924,1.1981460318479302
22,-58.29953372478485,1.1603378554978938
23,-89.74050942063332,1.1102919314796604
24,-80.24350476264954,1.070955016840205
25,-93.60807844996452,1.0288797361432958
26,-97.98684661835432,0.9884574933591707
27,-80.84537920355797,0.9420415517688259
28,-100.13599735498428,0.905030975138099
29,-96.28042386472225,0.865996558393612
30,-107.68244731426239,0.8220298072378006
31,-114.83002649247646,0.7802952534140235
32,-106.0163526237011,0.7406795679908005
33,-67.3941262960434,0.7058987708437343
34,-109.16996830701828,0.670060203937129
35,-130.55776201188564,0.6360411654543852
36,-58.855391174554825,0.6086084072383393
37,-56.22486770153046,0.5846976274517098
38,-93.34469649195671,0.5594793404687918
39,-105.33497515320778,0.5332073352863012
40,-66.77785006165504,0.5081690097169492
41,-63.21824958920479,0.4843064326901044
42,-124.25251586735249,0.45971813588585053
43,-56.44552594423294,0.4381307127678529
44,-86.11798703670502,0.420917596967682
45,-56.606732830405235,0.4027632206573933
46,-118.72061431407928,0.382314882698401
47,-61.633071690797806,0.36436215798978233
48,-104.21162649989128,0.34725245650377184
49,-108.23050174117088,0.32962240682820937
50,-93.95898714661598,0.3141440129822459
51,-84.20234894752502,0.2993924528438454
52,-101.7851649671793,0.2853335957891391
53,-104.07758477330208,0.27193491389852664
54,-122.46561373770237,0.2581287450701753
55,-50.11613938212395,0.2479874793456699
56,-117.64178624749184,0.2353971246976411
57,-93.69124585390091,0.22344598389452658
58,-130.22257865965366,0.21210160397126276
59,-100.44478795677423,0.202953560833485
60,-81.00549441576004,0.19342327684202512
61,-60.20507737994194,0.18508083884405074
62,-115.41822242736816,0.1756842620259399
63,-81.56482848525047,0.16743448851587583
64,-73.52147176861763,0.16021295932884283
65,-49.937048971652985,0.15391857242272178
66,-119.0823667421937,0.14669087116572266
67,-51.49018320441246,0.14149370984820922
68,-47.93002250790596,0.1353910187926951
69,-96.03779178857803,0.12851720021420995
70,-49.58701932430267,0.12346806445372953
71,-76.57660698890686,0.11767025675187137
72,-49.49294584989548,0.11304727165477542
73,-50.95777690410614,0.10860591266947624
74,-61.52924308180809,0.10392168796058292
75,-88.94397556781769,0.09943949609303389
76,-71.61317548155785,0.09477002080103927
77,-49.72788843512535,0.09141238114525815
78,-66.10909608006477,0.08746972163497407
79,-83.45444585382938,0.08302887317256596
80,-53.239651679992676,0.07976686581487966
81,-47.04370027780533,0.0769407780962783
82,-49.13910636305809,0.07421481681127363
83,-80.0117672085762,0.07072984085085716
84,-51.05368763208389,0.06795103328130302
85,-78.06223192811012,0.0645011510131781
86,-48.63385766744614,0.062215917553748515
87,-51.019049406051636,0.05977160182271688
88,-64.26347634196281,0.05719362418534656
89,-60.11181116104126,0.05583463068613612
90,-50.393927812576294,0.05472683595057069
91,-75.07325053215027,0.05299989965925116
92,-53.460333079099655,0.05091765939704996
93,-51.37491652369499,0.04891722541254753
94,-67.12016779184341,0.04680740219633548
95,-49.320545107126236,0.045149046648134655
96,-58.53864544630051,0.04337524776671853
97,-23.84683394432068,0.04234459652575879
98,-61.42557680606842,0.04117308113407219
99,-75.04525330662727,0.039873841249272464
100,-90.11602868139744,0.03846113721612731
101,-30.817900985479355,0.037397062507018825
102,-44.17719900608063,0.03621697702774049
103,-38.94302290678024,0.03521498977294288
104,-28.94004335999489,0.03437823667576019
105,-36.904251754283905,0.03342712043640252
106,-46.99300158023834,0.03224281949178771
107,-60.0611475110054,0.030976075642378042
108,-45.73724001646042,0.02987861360661807
109,-69.90002536773682,0.028475575040688223
110,-63.446787029504776,0.02768776320200416
111,-31.464256435632706,0.027029866614138653
112,-28.110083281993866,0.026387602488786178
113,-22.68566533923149,0.025864055601092176
114,-72.84404992312193,0.02504790068399493
115,-32.474865555763245,0.024354919676066643
116,-46.56131410598755,0.023492040851871763
117,-41.78252023458481,0.02284210462155826
118,-31.1869538128376,0.022299347065429555
119,-56.60767933726311,0.02142325864679175
120,-37.07919839024544,0.020747235591687938
121,-45.99202308058739,0.02001217464750251
122,-32.37006974220276,0.019536659839018183
123,-48.566192746162415,0.01884448879945802
124,-46.66127008199692,0.01817684092567715
